Fold,Accuracy,Precision,Recall,F1-Score
1,0.9756944444444444,0.9762159997723686,0.9756944444444444,0.9755797300634534
2,0.9895833333333334,0.9898958333333334,0.9895833333333334,0.9895781885946859
3,0.9930555555555556,0.993195847362514,0.9930555555555556,0.9930536506717382
4,0.9583333333333334,0.96042008757526,0.9583333333333334,0.9584108538419467
5,0.9965277777777778,0.99656320861678,0.9965277777777778,0.996527396895044
