Fold,Accuracy,Precision,Recall,F1-Score
1,0.9444444444444444,0.9504467310298104,0.9444444444444444,0.9446025496189969
2,0.9305555555555556,0.934058067722374,0.9305555555555556,0.9309507194081337
3,0.9270833333333334,0.9362378747795415,0.9270833333333334,0.9282654295640094
4,0.9131944444444444,0.9231333523022283,0.9131944444444444,0.9142841628853772
5,0.9513888888888888,0.9562474922462967,0.9513888888888888,0.9518827881643896
