Fold,Accuracy,Precision,Recall,F1-Score
1,0.9756944444444444,0.9765107026411162,0.9756944444444444,0.9756647092406818
2,0.9861111111111112,0.9866611661166116,0.9861111111111112,0.9861004367344948
3,0.9861111111111112,0.9866611661166116,0.9861111111111112,0.9861004367344948
4,0.96875,0.9699291151809355,0.96875,0.9687087912087912
5,0.9965277777777778,0.99656320861678,0.9965277777777778,0.996527396895044
