Fold,Accuracy,Precision,Recall,F1-Score
1,0.9722222222222222,0.9742990654205607,0.9722222222222222,0.9721705799995409
2,0.9756944444444444,0.9762221259684336,0.9756944444444444,0.9755954680430686
3,0.9791666666666666,0.9791658051999548,0.9791666666666666,0.9791135868059432
4,0.96875,0.970622537839519,0.96875,0.968708333037823
5,0.9722222222222222,0.9742990654205607,0.9722222222222222,0.9721768012263668
