Fold,Accuracy,Precision,Recall,F1-Score
1,0.96875,0.9706221230972564,0.96875,0.9687020069828649
2,0.9791666666666666,0.9794671208564397,0.9791666666666666,0.9790910423391388
3,0.96875,0.968746990766965,0.96875,0.9686963860060251
4,0.9756944444444444,0.9767342032967034,0.9756944444444444,0.9756778448871215
5,0.9652777777777778,0.9664170506912443,0.9652777777777778,0.9652458639705882
