Fold,Accuracy,Precision,Recall,F1-Score
1,0.9722222222222222,0.9742990654205607,0.9722222222222222,0.9721705799995409
2,0.9722222222222222,0.9730379667375636,0.9722222222222222,0.9720971157204548
3,0.96875,0.9686464329321472,0.96875,0.9686802770532823
4,0.9652777777777778,0.9663330894648828,0.9652777777777778,0.9651281423036253
5,0.9618055555555556,0.9656250000000001,0.9618055555555556,0.961687306501548
