Fold,Accuracy,Precision,Recall,F1-Score
1,0.9826388888888888,0.9834735576923078,0.9826388888888888,0.9826254560017423
2,0.9791666666666666,0.9794671208564397,0.9791666666666666,0.9790910423391388
3,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666
4,0.96875,0.9694860133353305,0.96875,0.9686291560131287
5,0.9618055555555556,0.9633408531583265,0.9618055555555556,0.9617577576299323
