Fold,Accuracy,Precision,Recall,F1-Score
1,0.9722222222222222,0.9728823466426911,0.9722222222222222,0.9721886011270138
2,0.9756944444444444,0.9765113543371522,0.9756944444444444,0.9756789351438271
3,0.9756944444444444,0.9757906143464621,0.9756944444444444,0.97562123707324
4,0.9618055555555556,0.9647372303622304,0.9618055555555556,0.9617219979823379
5,0.9548611111111112,0.9585937499999999,0.9548611111111112,0.9547213622291023
